steps,input_info/rewards
14084,-8.652599334716797
14087,-8.091310501098633
14105,-7.998394012451172
14110,-7.867641448974609
14114,-8.14335823059082
14132,-8.132124900817871
14153,-9.002128601074219
14214,-8.23032283782959
14245,-8.340211868286133
14273,-9.951815605163574
14321,-7.376833915710449
14329,-8.136280059814453
14350,-8.013458251953125
14371,-7.594182968139648
14389,-8.60196590423584
14468,-8.057628631591797
14490,-9.035104751586914
14550,-7.518367767333984
14582,-7.867702484130859
14625,-7.914646625518799
14633,-8.103341102600098
14639,-7.6778244972229
14664,-7.1521148681640625
14709,-8.950407028198242
14729,-7.631131649017334
14777,-8.184053421020508
14867,-7.413863182067871
14870,-7.297360420227051
14909,-8.155415534973145
14919,-7.9443793296813965
14929,-8.433831214904785
14947,-8.762052536010742
14958,-8.139840126037598
14980,-8.692574501037598
14981,-7.517913818359375
15014,-6.714548587799072
15033,-8.329132080078125
15075,-7.6010565757751465
15106,-6.937806606292725
15124,-8.484232902526855
15158,-8.878897666931152
15169,-7.634276390075684
15204,-7.620884418487549
15220,-8.29478645324707
15226,-7.485111236572266
15240,-6.773165225982666
15274,-7.115929126739502
15283,-6.684979438781738
15329,-8.03126049041748
15334,-9.653027534484863
15381,-5.981795310974121
15397,-9.145597457885742
15408,-8.203328132629395
15417,-7.374070167541504
15427,-8.051013946533203
15429,-6.269550323486328
15459,-6.841355323791504
15462,-7.4872870445251465
15463,-8.476298332214355
15475,-7.577362060546875
15482,-8.859890937805176
15515,-8.939936637878418
15533,-7.995882987976074
15554,-6.658376693725586
15561,-7.6879143714904785
15606,-8.136743545532227
15615,-8.253483772277832
15637,-6.651309013366699
15654,-7.700493335723877
15714,-8.928177833557129
15719,-7.545548915863037
15743,-8.103763580322266
15779,-6.948500633239746
15780,-7.377599716186523
15831,-7.556641578674316
15856,-6.716742992401123
15917,-7.825816631317139
15924,-7.55350399017334
15925,-7.400969505310059
15929,-9.084959030151367
15960,-7.701743125915527
16049,-8.048505783081055
16074,-6.766005516052246
16086,-7.177299976348877
16121,-8.71483325958252
16183,-7.992710590362549
16184,-7.822909355163574
16197,-7.0023512840271
16225,-7.1864447593688965
16254,-7.76330041885376
16265,-6.736027240753174
16315,-7.719330787658691
16348,-6.780376434326172
16382,-8.306111335754395
16473,-8.351506233215332
16483,-7.618166923522949
16527,-6.676627159118652
16530,-6.840452671051025
16538,-6.920158863067627
16559,-6.699080467224121
16569,-7.523769378662109
16581,-8.178889274597168
16584,-6.451064109802246
16597,-6.70236873626709
16603,-6.9082770347595215
16622,-6.668402671813965
16706,-6.614047050476074
16735,-6.309702396392822
16760,-7.345570087432861
16764,-6.4752631187438965
16780,-7.089191436767578
16782,-5.904855728149414
16809,-7.403212547302246
16828,-7.97240686416626
16857,-7.132561206817627
16867,-7.914618968963623
16873,-7.1964802742004395
16875,-6.485739707946777
16878,-7.264607906341553
16890,-7.571915626525879
16917,-8.261454582214355
16956,-6.820108890533447
16983,-6.828914165496826
17084,-7.3135857582092285
17129,-6.718905448913574
17155,-7.861293792724609
17160,-7.4145684242248535
17165,-7.351346015930176
17186,-7.550451278686523
17231,-6.867574214935303
17247,-6.4136061668396
17308,-7.397480010986328
17315,-7.375760078430176
17332,-7.751894950866699
17336,-6.997199535369873
17339,-7.025935649871826
17382,-7.9342169761657715
17388,-7.444819927215576
17432,-7.360910892486572
17443,-7.068284034729004
17452,-7.696807861328125
17473,-7.8044304847717285
17483,-7.1964850425720215
17484,-5.999131679534912
17514,-8.463536262512207
17531,-6.66555643081665
17534,-7.059792518615723
17543,-8.787532806396484
17582,-6.458901405334473
17590,-8.373887062072754
17632,-6.991571426391602
17641,-7.992803573608398
17676,-7.858870506286621
17689,-7.071132183074951
17753,-7.050273895263672
17768,-6.899461269378662
17785,-7.012986183166504
17786,-7.676985740661621
17792,-6.609670162200928
17839,-7.572472095489502
17841,-5.514054298400879
17843,-9.004291534423828
17860,-6.336185932159424
17869,-7.528830528259277
17876,-6.853536128997803
17938,-7.058640480041504
17957,-7.309449672698975
18009,-6.518382549285889
18039,-7.3461527824401855
18071,-7.507686138153076
18088,-7.359795570373535
18149,-6.475002288818359
18182,-7.339537143707275
18199,-6.358184814453125
18208,-6.78415060043335
18211,-6.1713080406188965
18241,-7.182787895202637
18247,-5.518006324768066
18257,-6.7086100578308105
18267,-7.86846923828125
18301,-8.472282409667969
18326,-8.326574325561523
18350,-7.285400390625
18360,-6.697851181030273
18362,-5.351856231689453
18376,-6.727175712585449
18403,-7.7041015625
18425,-6.552330493927002
18455,-7.026127338409424
18464,-5.496762752532959
18495,-6.681471347808838
18503,-6.546350479125977
18522,-6.841716289520264
18539,-6.202913761138916
18542,-6.879109859466553
18547,-7.1619133949279785
18578,-7.44708776473999
18637,-6.599513530731201
18639,-6.8783040046691895
18643,-7.344762802124023
18678,-6.8823370933532715
18683,-5.8640899658203125
18731,-6.385990142822266
18779,-5.915140628814697
18789,-6.933526039123535
18824,-7.383267402648926
18847,-7.250382900238037
18860,-7.7682013511657715
18870,-7.0520920753479
18886,-6.879520893096924
18893,-5.8205742835998535
18912,-5.931820392608643
18938,-7.716686248779297
18955,-5.796518325805664
18962,-6.572909355163574
18980,-6.649458885192871
19005,-8.027661323547363
19043,-6.887989044189453
19048,-7.16790771484375
19051,-5.445804119110107
19061,-6.313755512237549
19069,-7.57373046875
19070,-7.328906059265137
19093,-7.669551372528076
19110,-6.762548446655273
19176,-6.676791191101074
19256,-7.435616493225098
19336,-6.033132076263428
19342,-7.079857349395752
19351,-6.092417240142822
19353,-6.532126426696777
19384,-7.1177544593811035
19396,-5.551328182220459
19410,-7.153538227081299
19415,-6.4099297523498535
19454,-6.431232452392578
19489,-7.333708763122559
19495,-6.716610908508301
19498,-6.604822158813477
19560,-6.123785972595215
19567,-6.464359283447266
19571,-6.676385879516602
19680,-5.565296649932861
19710,-6.648223876953125
19734,-5.841648578643799
19745,-6.614877700805664
19755,-5.104239463806152
19759,-6.209801197052002
19789,-5.4713287353515625
19809,-6.875560283660889
19956,-7.3698554039001465
19989,-8.228041648864746
20050,-6.840756893157959
20058,-6.470037460327148
20112,-5.675894260406494
20113,-6.689280986785889
20154,-5.809834003448486
20197,-7.308598041534424
20201,-6.486704349517822
20206,-7.70138692855835
20208,-5.942048072814941
20209,-7.042896270751953
20232,-6.78750467300415
20234,-6.341892719268799
20274,-7.025323867797852
20283,-8.012028694152832
20333,-5.928752899169922
20342,-6.510706424713135
20374,-6.4539794921875
20380,-6.618618965148926
20389,-6.369531631469727
20424,-6.965111255645752
20426,-6.411179542541504
20437,-6.453739166259766
20438,-6.743992328643799
20440,-7.101170063018799
20448,-6.286580562591553
20501,-7.065155029296875
20520,-6.977041244506836
20546,-6.676167964935303
20550,-5.087462425231934
20568,-6.950844764709473
20606,-6.218665599822998
20609,-7.164364814758301
20615,-6.065778732299805
20629,-7.2873921394348145
20663,-5.877218246459961
20692,-6.119822025299072
20693,-5.94992733001709
20694,-5.858730316162109
20705,-6.4444050788879395
20715,-6.478432655334473
20735,-6.883571147918701
20748,-7.099015235900879
20769,-6.020151615142822
20771,-6.770991802215576
20783,-5.6525187492370605
20791,-6.542308807373047
20799,-7.160313129425049
20800,-5.987051963806152
20831,-7.281494140625
20838,-5.7837815284729
20842,-6.109682559967041
20893,-6.501018047332764
20894,-5.806665897369385
20906,-6.962469100952148
20909,-6.468461036682129
20917,-7.164037227630615
20946,-6.224218368530273
20949,-5.367366790771484
20969,-6.034268379211426
20975,-6.156752586364746
21001,-6.084331512451172
21017,-4.804788589477539
21063,-6.088475704193115
21119,-7.244985580444336
21171,-5.6809983253479
21211,-6.420308589935303
21240,-5.726743221282959
21261,-6.060841083526611
21264,-6.623812675476074
21289,-7.0019683837890625
21306,-7.082117080688477
21325,-7.613682270050049
21336,-6.925114154815674
21375,-6.9009222984313965
21383,-4.939894676208496
21402,-6.825081825256348
21411,-6.947612285614014
21414,-6.4792304039001465
21419,-6.3665771484375
21488,-6.309076309204102
21492,-5.480851650238037
21524,-5.6226277351379395
21681,-5.62484884262085
21698,-6.722147464752197
21736,-6.063626766204834
21749,-6.827928066253662
21763,-6.2144036293029785
21781,-5.837854862213135
21805,-6.971261978149414
21845,-6.80051326751709
21873,-6.065898418426514
21881,-6.453104019165039
21900,-7.165643692016602
21911,-7.420169830322266
21928,-6.564431190490723
21952,-6.591818809509277
21961,-7.903628349304199
21973,-7.086531639099121
21990,-6.842263221740723
22019,-7.2539801597595215
22027,-6.181642055511475
22033,-6.618031978607178
22036,-5.37967586517334
22085,-6.570492744445801
22095,-6.437270164489746
22104,-7.522800922393799
22120,-5.78007173538208
22139,-6.949318885803223
22158,-6.684004783630371
22202,-6.916670799255371
22219,-6.208332538604736
22224,-5.96834135055542
22238,-7.0422749519348145
22240,-6.420019149780273
22270,-5.742123603820801
22298,-5.7978835105896
22340,-6.984065532684326
22348,-6.804407596588135
22354,-7.394529819488525
22357,-6.049583911895752
22367,-6.552490234375
22388,-5.343692779541016
22405,-6.396529197692871
22409,-7.138725757598877
22419,-6.756525039672852
22425,-7.5287957191467285
22441,-5.590622901916504
22442,-6.1947340965271
22471,-6.1910223960876465
22582,-6.090252876281738
22583,-5.837466239929199
22587,-5.927643775939941
22588,-5.656223297119141
22602,-5.4485764503479
22637,-5.537286758422852
22638,-7.362746238708496
22649,-6.932908058166504
22651,-6.569011688232422
22652,-6.879838466644287
22653,-5.51265811920166
22673,-7.224001407623291
22739,-5.974240303039551
22775,-5.526195526123047
22828,-5.458835601806641
22839,-6.417080879211426
22847,-6.745656967163086
22900,-5.99871826171875
22913,-6.457415580749512
22940,-5.922815799713135
22947,-6.1683173179626465
22966,-6.131216049194336
22988,-6.138480186462402
23020,-5.665652275085449
23032,-6.928397178649902
23046,-5.224211692810059
23050,-6.349737167358398
23066,-6.281010150909424
23085,-6.957594871520996
23091,-6.37030029296875
23095,-6.654306411743164
23096,-7.049496650695801
23105,-5.844202041625977
23126,-6.294503211975098
23167,-6.331925868988037
23179,-5.77521276473999
23195,-4.975100517272949
23205,-5.218998908996582
23225,-5.786332607269287
23239,-6.6396613121032715
23243,-5.679136276245117
23258,-5.7869415283203125
23261,-5.847609043121338
23288,-5.967704772949219
23291,-5.84139347076416
23298,-6.352087020874023
23308,-6.1802077293396
23314,-5.6298346519470215
23323,-6.87478494644165
23326,-7.023079872131348
23333,-5.418776988983154
23343,-6.1650567054748535
23363,-5.780590057373047
23394,-6.5702948570251465
23415,-7.271924018859863
23425,-6.182586669921875
23431,-6.886232852935791
23455,-5.77105188369751
23458,-6.850404262542725
23509,-5.380446434020996
23541,-7.523268222808838
23554,-5.809653282165527
23566,-6.926799297332764
23572,-5.429563045501709
23593,-6.944324493408203
23600,-7.936582088470459
23608,-5.286448001861572
23626,-7.152345180511475
23641,-5.55505895614624
23669,-7.265963554382324
23694,-6.223296165466309
23713,-7.345547676086426
23788,-6.983678817749023
23844,-5.730319499969482
23850,-5.493071556091309
23871,-6.5838236808776855
23898,-6.183416366577148
23909,-6.041604995727539
23989,-6.216554164886475
24023,-4.794145107269287
24030,-5.646274089813232
24035,-4.368100643157959
24053,-6.139514923095703
24058,-6.869786739349365
24069,-6.421896934509277
24098,-4.9760918617248535
24104,-5.093836784362793
24138,-5.8207316398620605
24151,-5.115008354187012
24166,-6.197887420654297
24192,-5.338900089263916
24200,-6.2539801597595215
24202,-6.159199237823486
24231,-5.63360595703125
24248,-5.411385536193848
24371,-5.710997581481934
24389,-7.042530059814453
24399,-5.580868721008301
24406,-6.216028213500977
24460,-6.017144680023193
24476,-6.8536248207092285
24481,-7.101329803466797
24493,-7.703043460845947
24551,-5.950817108154297
24560,-6.415818214416504
24595,-6.0386505126953125
24601,-6.658876895904541
24608,-7.362926006317139
24610,-7.018715858459473
24611,-6.247554302215576
24617,-6.788470268249512
24678,-6.644808769226074
24721,-6.329137802124023
24754,-5.201888084411621
24792,-6.001304626464844
24810,-5.409902095794678
24828,-5.503284454345703
24836,-6.132203102111816
24865,-7.0265583992004395
24888,-6.096027851104736
24897,-5.85596227645874
24967,-6.332497596740723
25002,-5.1929545402526855
25030,-5.242888927459717
25031,-7.0092010498046875
25102,-4.889277935028076
25152,-5.6497673988342285
25156,-6.02237606048584
25186,-5.631948471069336
25192,-5.918018341064453
25198,-5.878000259399414
25201,-5.5633039474487305
25287,-6.271636009216309
25337,-7.672947406768799
25401,-4.81442928314209
25407,-7.724964141845703
25474,-5.944779396057129
25522,-5.1630377769470215
25523,-6.120318412780762
25550,-7.091231346130371
25558,-5.502118110656738
25597,-5.512056827545166
25609,-5.881754398345947
25647,-5.962188243865967
25661,-6.490689277648926
25664,-6.020435333251953
25700,-5.679532051086426
25712,-5.561516761779785
25713,-4.684802532196045
25721,-6.14776611328125
25751,-5.26517391204834
25754,-6.69256591796875
25757,-4.815136909484863
25795,-5.243631839752197
25844,-6.665212154388428
25855,-6.3544921875
25879,-5.613047122955322
25888,-5.253403663635254
25902,-6.221213340759277
25920,-6.413313865661621
25959,-6.173266410827637
25961,-5.828238487243652
25963,-6.223523139953613
25965,-5.709865093231201
25968,-5.704341888427734
25970,-5.086447715759277
25977,-6.838789939880371
25990,-6.78997278213501
26026,-5.120899200439453
26029,-5.433905601501465
26038,-5.4376630783081055
26049,-6.590140342712402
26060,-5.893639087677002
26064,-6.099033355712891
26065,-5.021486759185791
26128,-5.629871845245361
26146,-5.928849220275879
26174,-6.278792381286621
26183,-6.748806953430176
26189,-5.703888893127441
26193,-4.712210655212402
26250,-4.197040557861328
26261,-5.697905540466309
26277,-5.381223678588867
26304,-6.189185619354248
26320,-6.144946098327637
26329,-5.200899600982666
26331,-5.089574337005615
26350,-5.4892096519470215
26355,-5.553577899932861
26368,-6.482163906097412
26400,-5.875486373901367
