#{"t_start": 1610049436.821441, "env_id": null}
r,l,t
-856.132887,96,5839.672855
-413.897273,96,5854.257645
-430.531591,96,5869.287989
-572.083808,96,5884.281861
-153.033391,96,5899.2947
-120.528751,96,5913.672727
-344.840516,96,5928.085438
-840.819461,96,5943.012006
-402.917347,96,5957.331437
-306.111375,96,5971.982092
-134.101298,96,5986.757179
-553.320204,96,6001.421278
-500.478399,96,6016.141244
-52.460236,96,6030.614975
-278.987295,96,6046.664528
-29.788979,96,6063.715656
-109.135315,96,6080.426867
-171.041678,96,6096.365198
-636.2946,96,6110.753621
-164.042444,96,6125.531845
-23.706902,96,6140.084692
-344.423144,96,6154.519339
-1004.111105,96,6169.083624
-197.585603,96,6183.872687
-798.327321,96,6198.158653
-962.804683,96,6212.844082
-219.456321,96,6227.300663
-627.515304,96,6241.978808
-235.208483,96,6256.823421
0.0,96,6271.155627
-656.492629,96,6285.357625
-288.421581,96,6300.071958
-271.785662,96,6314.977532
-346.766353,96,6329.600603
-468.02016,96,6344.442838
-373.929973,96,6359.348977
-414.592625,96,6373.924604
-56.004024,96,6390.042397
-1024.174665,96,6405.594636
-130.891299,96,6420.571229
-1227.860581,96,6435.691644
-447.107629,96,6450.400562
-516.270146,96,6465.246906
-535.335384,96,6479.877935
-258.122044,96,6494.640915
-23.550355,96,6509.420799
-805.745975,96,6524.349292
-213.394868,96,6539.533775
-1.918906,96,6554.360549
-485.403123,96,6568.67865
-432.171428,96,6583.528556
-210.228335,96,6598.711688
-71.975072,96,6613.607585
-580.601117,96,6628.813833
-365.669729,96,6643.585203
-410.891494,96,6658.388587
-1421.109057,96,6673.685834
-570.130237,96,6688.475024
-844.871952,96,6704.791556
-238.903259,96,6723.990549
-837.130973,96,6740.817766
-1182.938916,96,6756.92593
-4.246879,96,6771.494251
-533.577293,96,6786.249562
-528.385191,96,6801.203692
-387.423231,96,6816.837025
-56.102648,96,6831.570702
-563.587551,96,6846.715389
-386.339588,96,6862.503266
-108.266266,96,6876.846833
-704.881841,96,6891.189699
-0.766409,96,6906.113726
-462.030286,96,6920.945616
-301.789534,96,6935.863702
-199.800839,96,6950.970034
-690.582467,96,6966.101965
-362.836052,96,6982.322335
-114.426047,96,6997.32534
-700.160437,96,7012.874741
-953.711385,96,7027.940959
-1024.433762,96,7042.935062
-266.158695,96,7057.757318
-315.555875,96,7072.426071
-632.623133,96,7090.118679
-9.89694,96,7105.222424
-457.177363,96,7120.120501
-709.540839,96,7135.518058
-337.263063,96,7150.804254
-510.981149,96,7166.417348
-103.226407,96,7181.137857
-464.448105,96,7196.202032
-248.24837,96,7211.447955
-223.920767,96,7226.360656
-111.799624,96,7241.569777
-134.10246,96,7256.948061
-371.197327,96,7272.534038
-0.60751,96,7288.200464
-245.37761,96,7303.458013
-142.471129,96,7318.08879
-201.01601,96,7334.266261
-424.698583,96,7349.3452
-86.563043,96,7365.879704
-0.78674,96,7383.169391
-1152.799763,96,7400.383758
-0.69881,96,7417.499176
-259.456107,96,7432.367625
-30.075049,96,7448.010081
-4.215656,96,7464.215733
-1163.954099,96,7479.416525
-0.770864,96,7495.038594
-1.064477,96,7511.709606
-4.938143,96,7530.512783
-165.246362,96,7546.286653
-287.009952,96,7567.157976
-0.865044,96,7594.199834
-336.556132,96,7623.249835
-1.252785,96,7649.698805
-174.708809,96,7675.133434
-632.113744,96,7699.1541
-44.255906,96,7728.081371
-71.823018,96,7744.455855
-265.851881,96,7762.374916
-1.255175,96,7779.410595
-741.430607,96,7802.952661
-0.001756,96,7824.992706
-1549.022274,96,7845.936342
-10.851419,96,7864.31748
-133.62206,96,7884.92314
-77.065349,96,7902.089157
-369.003345,96,7923.948775
-188.275792,96,7944.280867
-491.017585,96,7965.609517
-303.653133,96,7986.438792
-580.737164,96,8007.309834
-42.446625,96,8033.026469
-703.228116,96,8061.992393
-133.220694,96,8084.105678
-25.666311,96,8104.585911
-0.822258,96,8128.824621
-125.966301,96,8149.797887
-248.183802,96,8169.484466
-300.153789,96,8190.526596
-288.019821,96,8210.129916
-36.054419,96,8230.869353
-1569.072165,96,8249.406533
-16.199573,96,8266.752529
-542.925103,96,8284.604602
-96.535888,96,8302.651097
-674.449011,96,8320.461719
-101.242062,96,8338.082448
-194.417868,96,8356.711473
-51.597021,96,8375.596566
-7.816708,96,8393.447537
-451.835195,96,8411.650193
-364.311045,96,8429.746342
-255.03246,96,8447.942508
-79.85274,96,8466.062839
-91.603186,96,8485.170041
-5549.291761,672,8620.613034
-6569.866842,672,8779.730693
