steps,loss/td_error
46188,0.0752149298787117
46219,-0.9249394536018372
46289,-5.5157790184021
46349,-13.581486701965332
46390,-23.24737548828125
46453,9.0476655960083
46503,-1.5594289302825928
46589,-0.91490238904953
46688,-18.515644073486328
46723,-20.47304916381836
46852,-11.386305809020996
46929,4.555720329284668
47039,-22.343807220458984
47053,-9.632081985473633
47099,-5.311097621917725
47101,-3.6785786151885986
47225,-14.099739074707031
47309,-9.086524963378906
47352,17.857254028320312
47382,-4.289422988891602
47439,-8.288755416870117
47454,-4.777268886566162
47505,-31.70163345336914
47571,2.594923496246338
47603,2.0735437870025635
47628,2.69844388961792
47708,-10.65843677520752
47714,-14.007155418395996
47949,-0.5154900550842285
47965,0.9332575798034668
48070,-3.7983555793762207
48251,-2.564613103866577
48416,-6.274338722229004
48525,-2.5861124992370605
48562,-1.9845731258392334
48661,-2.10661244392395
48720,2.786179304122925
48746,-0.8576198816299438
48748,-12.953968048095703
48766,-3.294032573699951
48796,-3.785836696624756
48813,-8.388688087463379
48837,-20.718835830688477
48872,12.245100975036621
48909,-7.870789527893066
48917,-2.262256383895874
49088,1.481623888015747
49247,-12.129963874816895
49301,-9.006375312805176
49354,-9.35042953491211
49540,-8.293946266174316
49553,-0.7341064214706421
49618,4.536281108856201
49667,7.655359268188477
49717,1.1647700071334839
49910,-31.905744552612305
49924,-5.498172760009766
49994,-9.186046600341797
50167,-6.343443393707275
50175,-12.077628135681152
50187,-21.222261428833008
50247,2.0331461429595947
50262,-6.659810543060303
50263,-1.9072407484054565
50267,-10.640952110290527
50348,-13.536588668823242
50464,-8.600436210632324
50566,-12.423810958862305
50614,-13.48900032043457
50679,-9.418057441711426
50680,-6.65652322769165
50807,1.6501901149749756
50858,-3.5964701175689697
50902,3.6511051654815674
50946,-3.1378726959228516
50978,-5.741056442260742
51016,1.776926875114441
51033,-3.9343526363372803
51073,-8.647623062133789
51129,-12.144060134887695
51131,-16.445669174194336
51187,-2.6420414447784424
51208,-5.838972568511963
51325,-1.2068579196929932
51377,2.4457812309265137
51539,3.114509105682373
51603,6.2957844734191895
51624,1.688374638557434
51634,-1.1023752689361572
51737,-7.528341293334961
51764,-1.2440356016159058
51777,-12.5933837890625
51832,-11.699076652526855
